#detId FED harn
872427332 602 8
872427204 602 8
872427331 602 8
872427203 602 8
872427206 602 8
872427078 602 8
872427077 602 8
872427076 602 8
872427075 602 8
872426950 602 8
872426949 602 8
872426948 602 8
872426947 602 8
872426946 602 8
872423616 602 7
872423615 602 7
872423487 602 7
872423614 602 7
872423486 602 7
872423617 602 7
872423489 602 7
872423361 602 7
872423488 602 7
872423360 602 7
872423359 602 7
872423358 602 7
872423613 602 7
872423485 602 7
872423357 602 7
872423231 602 7
872423230 602 7
872423102 602 7
872423229 602 7
872423101 602 7
872423233 602 7
872423105 602 7
872423232 602 7
872423104 602 7
872423103 602 7
872424256 602 7
872424255 602 7
872424127 602 7
872424254 602 7
872424126 602 7
872424257 602 7
872424129 602 7
872424001 602 7
872424128 602 7
872424000 602 7
872423998 602 7
872424253 602 7
872424125 602 7
872423997 602 7
872423869 602 7
872423999 602 7
872423871 602 7
872423870 602 7
872423742 602 7
872423741 602 7
872423873 602 7
872423745 602 7
872423872 602 7
872423744 602 7
872423743 602 7
872424894 602 7
872424766 602 7
872424893 602 7
872424765 602 7
872424637 602 7
872424896 602 7
872424768 602 7
872424895 602 7
872424767 602 7
872424639 602 7
872424897 602 7
872424769 602 7
872424641 602 7
872424513 602 7
872424640 602 7
872424638 602 7
872424510 602 7
872424382 602 7
872424509 602 7
872424381 602 7
872424385 602 7
872424512 602 7
872424384 602 7
872424511 602 7
872424383 602 7
872425536 602 6
872425535 602 6
872425534 602 6
872425533 602 6
872425405 602 6
872425537 602 6
872425409 602 6
872425281 602 6
872425408 602 6
872425280 602 6
872425407 602 6
872425279 602 6
872425406 602 6
872425278 602 6
872425277 602 6
872425153 602 6
872425025 602 6
872425152 602 6
872425024 602 6
872425151 602 6
872425023 602 6
872425150 602 6
872425022 602 6
872425149 602 6
872425021 602 6
872426177 602 6
872426049 602 6
872426176 602 6
872426048 602 6
872426175 602 6
872426047 602 6
872426174 602 6
872426046 602 6
872426173 602 6
872426045 602 6
872425921 602 6
872425920 602 6
872425792 602 6
872425919 602 6
872425791 602 6
872425918 602 6
872425790 602 6
872425917 602 6
872425789 602 6
872425661 602 6
872425793 602 6
872425665 602 6
872425664 602 6
872425663 602 6
872425662 602 6
872426817 602 8
872426816 602 8
872426815 602 8
872426814 602 8
872426813 602 8
872426689 602 8
872426688 602 8
872426687 602 8
872426686 602 8
872426685 602 8
872426559 602 8
872426558 602 8
872426430 602 8
872426557 602 8
872426429 602 8
872426561 602 8
872426433 602 8
872426305 602 8
872426560 602 8
872426304 602 8
872426432 602 8
872426431 602 8
872426303 602 8
872426302 602 8
872426301 602 8
872427457 602 8
872427456 602 8
872427328 602 8
872427455 602 8
872427327 602 8
872427454 602 8
872427326 602 8
872427453 602 8
872427325 602 8
872427197 602 8
872427329 602 8
872427201 602 8
872427200 602 8
872427072 602 8
872427199 602 8
872427198 602 8
872427070 602 8
872426942 602 8
872427069 602 8
872426941 602 8
872427073 602 8
872426945 602 8
872426944 602 8
872427071 602 8
872426943 602 8
872427086 602 8
872427085 602 8
872426957 602 8
872427084 602 8
872426956 602 8
872427088 602 8
872426960 602 8
872427087 602 8
872426959 602 8
872426958 602 8
872427713 602 8
872427585 602 8
872427712 602 8
872427584 602 8
872427711 602 8
872427583 602 8
872427710 602 8
872427582 602 8
872427709 602 8
872427581 602 8
872422971 602 7
872422972 602 7
872422843 602 7
872422844 602 7
872422716 602 7
872423610 602 7
872423482 602 7
872423609 602 7
872423481 602 7
872423608 602 7
872423612 602 7
872423484 602 7
872423611 602 7
872423483 602 7
872423355 602 7
872423356 602 7
872423354 602 7
872423226 602 7
872423353 602 7
872423225 602 7
872423097 602 7
872423480 602 7
872423352 602 7
872423224 602 7
872423096 602 7
872423228 602 7
872423100 602 7
872423227 602 7
872423099 602 7
872423098 602 7
872424249 602 7
872424121 602 7
872424248 602 7
872424120 602 7
872423992 602 7
872424251 602 7
872424123 602 7
872424250 602 7
872424122 602 7
872423994 602 7
872424252 602 7
872424124 602 7
872423996 602 7
872423995 602 7
872423867 602 7
872423868 602 7
872423866 602 7
872423993 602 7
872423865 602 7
872423864 602 7
872423740 602 7
872423739 602 7
872423738 602 7
872423737 602 7
872423736 602 7
872424891 602 7
872424890 602 7
872424762 602 7
872424889 602 7
872424761 602 7
872424892 602 7
872424764 602 7
872424636 602 7
872424763 602 7
872424635 602 7
872424634 602 7
872424506 602 7
872424633 602 7
872424505 602 7
872424377 602 7
872424888 602 7
872424760 602 7
872424632 602 7
872424504 602 7
872424376 602 7
872424508 602 7
872424380 602 7
872424507 602 7
872424379 602 7
872424378 602 7
872425530 602 6
872425529 602 6
872425401 602 6
872425528 602 6
872425400 602 6
872425532 602 6
872425404 602 6
872425531 602 6
872425403 602 6
872425402 602 6
872425276 602 6
872425275 602 6
872425147 602 6
872425274 602 6
872425146 602 6
872425273 602 6
872425145 602 6
872425272 602 6
872425144 602 6
872425016 602 6
872425148 602 6
872425020 602 6
872425019 602 6
872425018 602 6
872425017 602 6
872426169 602 6
872426041 602 6
872426168 602 6
872426040 602 6
872425912 602 6
872426171 602 6
872426043 602 6
872426170 602 6
872426042 602 6
872425913 602 6
872426172 602 6
872426044 602 6
872425916 602 6
872425788 602 6
872425660 602 6
872425915 602 6
872425787 602 6
872425914 602 6
872425786 602 6
872425785 602 6
872425659 602 6
872425658 602 6
872425657 602 6
872425784 602 6
872425656 602 6
872426810 602 8
872426809 602 8
872426681 602 8
872426808 602 8
872426680 602 8
872426812 602 8
872426684 602 8
872426811 602 8
872426683 602 8
872426682 602 8
872426556 602 8
872426555 602 8
872426427 602 8
872426554 602 8
872426426 602 8
872426553 602 8
872426425 602 8
872426552 602 8
872426424 602 8
872426296 602 8
872426428 602 8
872426300 602 8
872426299 602 8
872426298 602 8
872426297 602 8
872423605 602 7
872423604 602 7
872423476 602 7
872423603 602 7
872423475 602 7
872423607 602 7
872423479 602 7
872423606 602 7
872423478 602 7
872423349 602 7
872423477 602 7
872423348 602 7
872423220 602 7
872423347 602 7
872423219 602 7
872423351 602 7
872423223 602 7
872423350 602 7
872423222 602 7
872423221 602 7
872422372 603 1
872422371 603 1
872422243 603 1
872422370 603 1
872422242 603 1
872422369 603 1
872422241 603 1
872422368 603 1
872422240 603 1
872422112 603 1
872422244 603 1
872422116 603 1
872422115 603 1
872422114 603 1
872421986 603 1
872422113 603 1
872421985 603 1
872421857 603 1
872421984 603 1
872421856 603 1
872421988 603 1
872421860 603 1
872421987 603 1
872421859 603 1
872421858 603 1
872422367 603 1
872422239 603 1
872422366 603 1
872422238 603 1
872422365 603 1
872422237 603 1
872422364 603 1
872422236 603 1
872422363 603 1
872422235 603 1
872422109 603 1
872422108 603 1
872421980 603 1
872422107 603 1
872421979 603 1
872422111 603 1
872421983 603 1
872421855 603 1
872422110 603 1
872421982 603 1
872421854 603 1
872421981 603 1
872421853 603 1
872421852 603 1
872421851 603 1
872422361 603 1
872422360 603 1
872422359 603 1
872422231 603 1
872422358 603 1
872422362 603 1
872422234 603 1
872422106 603 1
872421978 603 1
872421850 603 1
872422233 603 1
872422105 603 1
872422232 603 1
872422104 603 1
872422103 603 1
872421977 603 1
872421849 603 1
872421976 603 1
872421848 603 1
872421975 603 1
872421847 603 1
872422230 603 1
872422102 603 1
872421974 603 1
872421846 603 1
872422357 603 2
872422229 603 2
872422356 603 2
872422228 603 2
872422355 603 2
872422227 603 2
872422354 603 2
872422226 603 2
872422353 603 2
872422225 603 2
872422100 603 2
872422099 603 2
872422098 603 2
872422097 603 2
872421969 603 2
872422101 603 2
872421973 603 2
872421845 603 2
872421972 603 2
872421844 603 2
872421971 603 2
872421843 603 2
872421970 603 2
872421842 603 2
872421841 603 2
872423012 603 1
872423011 603 1
872423010 603 1
872423009 603 1
872423008 603 1
872422884 603 1
872422883 603 1
872422882 603 1
872422881 603 1
872422880 603 1
872422756 603 1
872422755 603 1
872422754 603 1
872422626 603 1
872422753 603 1
872422625 603 1
872422497 603 1
872422752 603 1
872422624 603 1
872422496 603 1
872422628 603 1
872422500 603 1
